Titel in Originalschrift,Titel,Person/Institution,Weitere Beteiligte,Verantwort.angabe,Quelle,Werktitel,Ort/Verlag,Jahr/Datierung,Weitere Angaben,Umfang/Illustr./Format,Verknüpfte Titel,Sprache,Jahr/Datierung,Weitere Titel,Ausgabe,Schlagwörter,Regensburger Verbundklassifikation,Basisklassifikation,Ordnungsgruppe,ISBN/ISSN/ISMN,Beschreibung,Einzelbände/Artikel,Linksammlung,Standort,Signaturen,Zum Inhalt,Incipit/Explicit,lds49,Univ. Angaben,Signatur/Inv-Nr. etc.,Bestandsangabe,Verfügbarkeit,Unselbst. Werk / Artikel,Bandangaben,Benutzungsrechte,Hinweis,Vorgänger/Nachfolger etc.,Zitierlink,Zitierlink,Permalink
,Tijd in onderpand : gedichten,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",Ingeborg Bachmann. Vertaald door Paul Beers ...,,,Amsterdam : Amber,1988,,112 S.; 21 cm,,Niederländisch,,,,,,,,ISBN: 9050930506,Aus d. Dt. übers.,,,,,,,,,1303472-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01193749,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21338129990003338&context=L&vid=ONB&lang=de_DE
,Aanroeping van de grote beer : gedichten,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",Ingeborg Bachmann. Vertaald door Paul Beers ...,,,Amsterdam : Amber,1989,,77 S.; 21 cm,,Niederländisch,,,,,,,,ISBN: 9050930867,Aus d. Dt. übers.,,,,,,,,,1335709-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01436672,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339244500003338&context=L&vid=ONB&lang=de_DE
,Het dertigste jaar,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",Ingeborg Bachmann. Vertaald uit het Duits door Paul Beers,,Das dreißigste Jahr,Amsterdam : Manteau,1984,,199 S.; 20 cm,,Niederländisch,,,,,,,,ISBN: 9010052052,,,,,,,,,,1236935-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01497625,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339460820003338&context=L&vid=ONB&lang=de_DE
,Malina,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",Ingeborg Bachmann. Vertaald uit het Duits en van een nawoord door Paul Beers,,Malina,Amsterdam : Manteau,1985,,347 S.; 20 cm,,Niederländisch,,,,,,,,ISBN: 9010055973,,,,,,,,,,1252813-B NEU MAG;1275342-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01497967,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339475360003338&context=L&vid=ONB&lang=de_DE
,Het geval Franza;Weitere Titel:  Requiem voor Fanny Goldmann / Frankfurter Buchmesse / Ingeborg Bachmann. Uit het Duits vertaald en van een nawoord voorzien door Paul Beers,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Beers, Paul, 1935-2024 [ÜbersetzerIn] ",,,Der Fall Franza,Amsterdam : Amber,1987,,243 S.; 20 cm,,Niederländisch,,,,,,,,ISBN: 9050930093,Anmerkungen:  Einheitssacht. d. beigef. Werkes: Requiem für Fanny Goldmann  ,,,,,,,,,1278023-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC01495890,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21339454520003338&context=L&vid=ONB&lang=de_DE
,"Vremja serdca : perepiska Ingeborg Bachman i Paulja Celana : s priloženiem perepiski meždu Paulem Celanom i Maksom Frišem, a takže meždu Ingeborg Bachman i Žizel'ju Celan-Lestranž","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul [VerfasserIn] ;Frisch, Max, 1911-1991 [VerfasserIn] ;Celan-Lestrange, Gisèle [VerfasserIn] ","Badiou, Bertrand, 1957- [HerausgeberIn] ","sostavlenie i kommentarii - Bertran Bad'ju, Chans Chëller, Andrea Štoll' i Barbara Videman",,Herzzeit,Moskva : Ad Marginem Press,2016,,415 Seiten,,Russisch,,,,"Briefsammlung;Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970",,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9785911032623,Anmerkungen:  Literaturverzeichnis: Seite 396-399 ,,,,,,,,,2065861-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC12732233,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21294090810003338&context=L&vid=ONB&lang=de_DE
,"""über Grenzen sprechend"" : die Briefwechsel","Bachmann, Ingeborg, 1926-1973 [VerfasserIn]. [AdressatIn] ;Kaschnitz, Marie Luise, 1901-1974 [VerfasserIn]. [AdressatIn] ;Domin, Hilde, 1909-2006 [VerfasserIn]. [AdressatIn] ;Sachs, Nelly, 1891-1970 [VerfasserIn]. [AdressatIn] ","Agnese, Barbara,, 1964- [HerausgeberIn] ;Höller, Hans, 1947- [VerfasserIn eines Vorworts] ","Ingeborg Bachmann, Marie Luise Kaschnitz, Hilde Domin, Nelly Sachs ; herausgegeben von Barbara Agnese ; mit einem Vorwort von Hans Höller",,,München : Berlin : Zürich : Piper;Berlin : Suhrkamp,2023,,"364 Seiten; Illustrationen, Faksimiles; 21 cm",,Deutsch,,Gesamttitel:  Werke und Briefe / Ingeborg Bachmann,"Erste Auflage, Originalausgabe.","Bachmann, Ingeborg;Kaschnitz, Marie L;Domin, Hilde;Sachs, Nelly ; Briefsammlung;Bachmann, Ingeborg, 1926-1973;Kaschnitz, Marie Luise, 1901-1974;Bachmann, Ingeborg, 1926-1973;Domin, Hilde, 1909-2006;Bachmann, Ingeborg, 1926-1973;Sachs, Nelly, 1891-1970",GN 8795;GN 3990;GN 6948;GN 2946;GN 2947,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9783518426098; ISBN: 3518426095,"Anmerkungen:  Auf dem Einband: ""Briefe"" ;Anmerkungen:  Literaturverzeichnis: Seite 308-329 ",,,,,,,,,2238375-B NEU MAG;2242162-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC16774117,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21503606410003338&context=L&vid=ONB&lang=de_DE
,"""schreib alles was wahr ist auf"" : der Briefwechsel","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Enzensberger, Hans Magnus, 1929-2022 [VerfasserIn] ","Lengauer, Hubert, 1948- [HerausgeberIn] ","Ingeborg Bachmann, Hans Magnus Enzensberger ; herausgegeben von Hubert Lengauer",,,München : Berlin : Zürich : Piper;Berlin : Suhrkamp,2018,,"479 Seiten; Illustrationen, Faksimiles; 21 cm",,Deutsch,,Gesamttitel:  Werke und Briefe / Ingeborg Bachmann,Erste Auflage.,"Bachmann, Ingeborg;Enzensberger, Hans Magnus;Briefe, Tagebücher, Erinnerungen ; Briefsammlung;Bachmann, Ingeborg, 1926-1973;Bachmann, Ingeborg, 1926-1973, v:1926-1973;Enzensberger, Hans Magnus, 1929-2022;エンツェンスベルガー, ハンス・マグヌス, 1929-2022, DE-1, U:Jpan",GN 2946,,,ISBN: 9783518426135; ISBN: 3518426133,"Anmerkungen:  Am Buchrücken: ""Briefe"" ;Anmerkungen:  Enthält umfangreichen Kommentar ;Anmerkungen:  Verlagsangabe auf der Titelseite: Piper Suhrkamp ",,,,,,,,,2126334-B NEU MAG;2128971-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC15063784,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21400819830003338&context=L&vid=ONB&lang=de_DE
,"""Was machen wir aus unserem Leben?"" : der Briefwechsel","Bachmann, Ingeborg, 1926-1973 [VerfasserIn]. [AdressatIn] ;Böll, Heinrich, 1917-1985 [VerfasserIn]. [AdressatIn] ","Langer, Renate, 1961- [HerausgeberIn] ;Höller, Hans, 1947- [VerfasserIn eines Vorworts] ","Ingeborg Bachmann, Heinrich Böll ; herausgegeben von Renate Langer ; mit einem Vorwort von Hans Höller",,,Köln : Kiepenheuer & Witsch;München : Berlin : Zürich : Piper;Berlin : Suhrkamp,2025,,485 Seiten; Illustrationen; 21 cm,,Deutsch,,Gesamttitel:  Werke und Briefe / Ingeborg Bachmann,"Erste Auflage, Originalausgabe.","Böll, Heinrich;Bachmann, Ingeborg ; Briefsammlung;Bachmann, Ingeborg, 1926-1973;Böll, Heinrich, 1917-1985",GN 2946,18.10 - Deutsche Literatur;17.98 - Textsammlungen,,ISBN: 9783518426067,"Anmerkungen:  Auf Buchrücken und Schutzumschlag: ""Briefe"" ;Anmerkungen:  Enthält Literaturverzeichnis auf Seite 436-458 ",,,,,"Eine junge Lyrikerin, die 1952 erstmals bei der Gruppe 47 auftritt, und ein um neun Jahre älterer, als Autor bereits etablierter Kollege. In ihren Briefen sprechen Ingeborg Bachmann und Heinrich Böll über Politik und Literatur, Religion und Reisen und immer wieder auch über die materiellen Voraussetzungen des Schreibens: Geld und eine angemessene Behausung. Über viele Jahre hinweg lesen sie die Werke des anderen - ""Bitte schick mir, was Du schreibst, gegen die Trennung und das Abgetrenntsein."" Trotz unterschiedlicher Lebensentwürfe gibt es viele Gemeinsamkeiten. Beide wünschen sich Konstanz und Geborgenheit, beide reizt zugleich eine Existenz außerhalb des eigenen Sprachraums und der Herkunftskultur: Böll zieht es nach Irland, Bachmann nach Italien. Und beide haben mit inneren Dämonen zu kämpfen. Erschöpfung, Sucht und Depression begleiten den Erfolg. Ingeborg Bachmanns und Heinrich Bölls zwei Jahrzehnte andauernder Briefwechsel bietet faszinierende Perspektiven auf das literarische Leben der ersten Nachkriegsjahrzehnte und profunde Einblicke in die künstlerische und persönliche Entwicklung zweier bedeutender Stimmen der Zeit. Vor allem aber wird deutlich: Bachmann und Böll standen einander näher, als bisher bekannt war.",,,,2282853-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC17567446,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21538457080003338&context=L&vid=ONB&lang=de_DE
,"""Wir haben es nicht gut gemacht"" : der Briefwechsel : mit Briefen von Verwandten, Freunden und Bekannten","Bachmann, Ingeborg, 1926-1973 [VerfasserIn]. [AdressatIn] ;Frisch, Max, 1911-1991 [VerfasserIn]. [AdressatIn] ","Höller, Hans, 1947- [HerausgeberIn] ;Langer, Renate, 1961- [HerausgeberIn] ;Strässle, Thomas, 1972- [HerausgeberIn] ;Wiedemann, Barbara, 1953- [HerausgeberIn] ","Ingeborg Bachmann, Max Frisch ; herausgegeben von Hans Höller, Renate Langer, Thomas Strässle, Barbara Wiedemann ; Koordination: Barbara Wiedemann",,,München : Berlin : Zürich : Piper;Berlin : Suhrkamp,2023,Äquivalent: Festeinband: 9783518430699;Erscheint auch als: Online-Ausgabe. ISBN 9783518776674,"1038 Seiten; Illustrationen, Faksimiles; 21 cm",,Deutsch,,Gesamttitel:  Werke und Briefe / Ingeborg Bachmann,Erste Auflage dieser Ausgabe.,"Frisch, Max;Bachmann, Ingeborg ; Briefsammlung;Bachmann, Ingeborg, 1926-1973;Bachmann, Ingeborg, 1926-1973, v:1926-1973;Frisch, Max, 1911-1991;פריש, מקס, 1911-1991, U:Hebr;ฟริช, มักซ์, 1911-1991, U:Thai",GN 4600;GN 2947,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9783518426180; ISBN: 3518426184,"Anmerkungen:  Auf dem Umschlag: ""Briefe"" ;Anmerkungen:  Literaturverzeichnis: Seite 980-990 ",,,,,,,,,2264622-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC16972558,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21527812930003338&context=L&vid=ONB&lang=de_DE
,"""Wir haben es nicht gut gemacht"" : der Briefwechsel : mit Briefen von Verwandten, Freunden und Bekannten","Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Frisch, Max, 1911-1991 [VerfasserIn] ","Höller, Hans, 1947- [HerausgeberIn] ;Langer, Renate, 1961- [HerausgeberIn] ;Strässle, Thomas, 1972- [HerausgeberIn] ;Wiedemann, Barbara, 1953- [HerausgeberIn] ","Ingeborg Bachmann, Max Frisch ; herausgegeben von Hans Höller, Renate Langer, Thomas Strässle, Barbara Wiedemann ; Koordination: Barbara Wiedemann",,,München : Piper Suhrkamp,2022,,1038 Seiten; Illustrationen; 20 cm,,Deutsch,,,"Erste Auflage, Originalausgabe.","Frisch, Max;Bachmann, Ingeborg;Briefe, Tagebücher, Erinnerungen ; Briefsammlung;Bachmann, Ingeborg, 1926-1973;Frisch, Max, 1911-1991;Geschichte 1958-1973",GN 2947;GN 4600,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9783518430699,"Anmerkungen:  Literaturverzeichnis: Seite 980-990 ;Anmerkungen:  Hier auch weitere unveränderte Nachdrucke (2. Auflage 2022, 3. Auflage 2022) ",,,,,,,,,2224252-B NEU MAG;2220742-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC16537714,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21495112440003338&context=L&vid=ONB&lang=de_DE
バッハマン/ツェラン往復書簡 心の時,Bahhaman tsueran ōfuku shokan : kokoro no toki,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul, 1920-1970 [VerfasserIn] ","Nakamura, Asako [ÜbersetzerIn] ",Ingeborg Bachmann ; Paul Celan. Asako Nakamura,,"Herzzeit, Ingeborg Bachmann - Paul Celan, der Briefwechsel",Tōkyō : Seidosha,2011,,"568, 10 S.; 20 cm",,Japanisch,,,,"Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung",,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9784791765805,Anmerkungen:  Literaturverzeichnis S. 5 - 10 ,,,,,,,,,2084306-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC13097560,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21301840640003338&context=L&vid=ONB&lang=de_DE
,Čas srdce : korespondence,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul, 1920-1970 [VerfasserIn] ",,,,Herzzeit. Ingeborg Bachmann - Paul Celan. Der Briefwechsel,Praha : Pulchra,2013,,355 S.,,Deutsch,,Gesamttitel: Hovory 3,1. vyd..,"Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung 1948 - 1961",,17.97 - Texte eines einzelnen Autors;18.10 - Deutsche Literatur,,ISBN: 9788087377215,"Anmerkungen:  Lizenz des Verl. Suhrkamp, Berlin ",,,,,,,,,2053952-B LIT MAG,,,,,,,,,http://data.onb.ac.at/rec/AC12290848,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21304820450003338&context=L&vid=ONB&lang=de_DE
,Brev : samt brevväxlingen mellan Paul Celan och Max Frisch och mellan Ingeborg Bachmann och Gisèle Celan-Lestrange,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul, 1920-1970 [VerfasserIn] ","Östergaard, Linda, 1962- [HerausgeberIn] ","Ingeborg Bachmann ; Paul Celan. Övers och komm. Ingeborg Bachmanns, Max Frischs & Gisèle Celan-Lestranges brev - Linda Östergaard, Paul Celans brev - Lars-Inge Nilsson. Övers. av efterord och tidslinje Linda Östergaard",,Herzzeit,Stockholm : Ellerström,2012,,319 S.; Ill.; 19 cm,,Schwedisch,,,,"Bachmann, Ingeborg, 1926-1973;Briefsammlung 1948-1961;Celan, Paul, 1920-1970;Briefsammlung 1948-1967;Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung",,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9789172472761,,,,,,,,,,2015103-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC11010082,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21245471110003338&context=L&vid=ONB&lang=de_DE
,Le temps du cœur : correspondance ; (1948 - 1967) ; augmentée des lettres échangées par Paul Celan et Max Frisch ainisi que par Ingeborg Bachmann et Gisèle Celan-Lestrange,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul, 1920-1970 [VerfasserIn] ","Badiou, Bertrand, 1957- [HerausgeberIn]. [ÜbersetzerIn] ","Ingeborg Bachmann ; Paul Celan. Éd de Bertrand Badiou ... Trad. de l'allemand par Bertrand Badiou",,Herzzeit,Paris : Seuil,2011,,426 S.; Ill.; 23 cm,,Französisch,,Gesamttitel:  La Librarie du XXIe siècle,,"Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung 1948-1967",,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9782020970235,,,,,,,,,,1971677-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC08846661,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21328147660003338&context=L&vid=ONB&lang=de_DE
,"Nebelland hab ich gesehen : zum Verhältnis von Kunst und Literatur ; on the relationship between art and literature ; o odnosu med umetnostjo in književnostjo ; Bella Ban & Viktor Rogy, Maria Bussmann, Josef Dabernig, Julius Deučbauer, Ines Doujak, FALKNER, Werner Hofmeister, Gustav Januš, Angelika Kaufmann, Hans Schabus, Eva Schlegel, Ferdinand Schmatz, Nicole Six & Paul Petritsch, wenn es so weit ist, Johannes Zechner, Heimo Zobernig ; [der Katalog erscheint anlässlich der Ausstellung ... Museum Moderner Kunst Kärnten, 14. November 2013 bis 16. Februar 2014]",,"Wetzlinger-Grundnig, Christine, 1966- [HerausgeberIn] ;Ban, Bella, 1958- [IllustratorIn] ;Bachmann, Ingeborg, 1926-1973 [MitwirkendeR] ;Museum Moderner Kunst Kärnten [MitwirkendeR] ",hrsg. von Christine Wetzlinger-Grundnig. [Texte: Ingeborg Bachmann ... Übers.: Fiona Claire Mered ...,,,Klagenfurt : MMKK - Museum Moderner Kunst Kärnten,2013,,200 S.; zahlr. Ill.; 26 cm,,Deutsch;Englisch;Slowenisch,,,,"Österreich;Kunst;Literatur, Motiv;Geschichte 2000-2013;Ausstellung;Klagenfurt am Wörthersee 2013",LH 61110,20.05 - Kunst in Beziehung zu anderen Wissenschaftsgebieten,,ISBN: 9783950357233,"Text dt., engl. und slowen.;Anmerkungen:  Literaturangaben ",,,,,,,,,2050621-C NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC11432346,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21303793020003338&context=L&vid=ONB&lang=de_DE
,Callas : Gesichter eines Mediums,,"Csampai, Attila, 1949- [VerfasserIn von ergänzendem Text] ;Bachmann, Ingeborg, 1926-1973 [VerfasserIn von ergänzendem Text] ",mit einem Essay von Attila Csampai und einer Würdigung von Ingeborg Bachmann,,,München : Schirmer/Mosel,[2023],,247 Seiten; Illustrationen; 29 cm,,Deutsch,,,Sonderausgabe 2023 zum 100. Geburtstag von Maria Callas.,"Bildband;Callas, Maria, 1923-1977",,24.62 - Musiktheater. Theatermusik;24.55 - Komponisten. Musiker. Sänger,,ISBN: 9783829609821; ISBN: 3829609825,,,,,,,,,,2260718-C MUS MAG,,,,,,,,,http://data.onb.ac.at/rec/AC17262367,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21526389720003338&context=L&vid=ONB&lang=de_DE
,Turmalin : Wirklichkeit eines Traumes ; Wien,,"Trumler, Gerhard, 1937-2025 [IllustratorIn] ;Bachmann, Ingeborg, 1926-1973 [MitwirkendeR] ;Stifter, Adalbert, 1805-1868 [MitwirkendeR] ",Photogr. Gerhard Trumler. Essay Ingeborg Bachmann. Text Adalbert Stifter,,,Weitra : Wien [u.a.] : Publication PN°1 - Bibliothek d. Provinz,2000,,155 S.; überw. Ill.; 31 cm,,Deutsch,,Gesamttitel:  Bunte Steine,,"Trumler, Gerhard, 1937-2025;Fotografie;Wien;Bildband",AP 95540,,,ISBN: 3852523516,,,,,,,,,,1620278-D NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC03178291,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21351530120003338&context=L&vid=ONB&lang=de_DE
心的岁月:策兰、巴赫曼书信集,Herzzeit : Briefwechsel,"Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Celan, Paul, 1920-1970 [VerfasserIn] ",,Ingeborg Bachmann ; Paul Celan,,Herzzeit,China Renmin University Press,2013,,553 S.; 18 cm,,Chinesisch,,,,"Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung 1948-1961",,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9787300173290,In chin. Schr. - Text chin.,,,,,,,,,2091846-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC11869920,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21301840510003338&context=L&vid=ONB&lang=de_DE
,A trip to Klagenfurt : in the footsteps of Ingeborg Bachmann,"Johnson, Uwe, 1934-1984 [VerfasserIn] ;Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ","Searls, Damion [ÜbersetzerIn] ",Uwe Johnson. Transl. from the german by Damion Searls,,Eine Reise nach Klagenfurt,"Evanston, Ill. : North Western Univ. Press",2002,,128 S.,,Englisch,,Gesamttitel:  Hydra books,,"Bachmann, Ingeborg 1926-1973 -- Automatisch aus GBV_2011-10 2012-06-10;Bachmann, Ingeborg, 1926-1973",,18.10 - Deutsche Literatur;17.97 - Texte eines einzelnen Autors,,ISBN: 0810117967,"Normierter Titel:  Bachmann, Ingeborg 1926-1973 Youth in an Austrian town ;Anmerkungen:  Einheitssacht. d. beigef. Werkes: Jugend in einer österreichischen Stadt  ;Enth.: Youth in an Austrian town / Ingeborg Bachmann",,,,,,,,,1763033-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC03501468,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21356082700003338&context=L&vid=ONB&lang=de_DE
Arkadien-Peloponnes = Ἀρκαδία-Πελοπόννησος = Arkadíja-Peloponez 6 Kons. 5 Srečko Kosovél = Kovς 5 Σρέτσκο Κoσοβέλ 18. 3. 1904 - 27. 05. 1926 : ποίηση και πεζoγραφíα = Poesie und Prosa = poezíja in kratka proza,Arkadien-Peloponnes : = Arkadia-Peloponnesos = Arkadíja-Peloponez : 6 : Kons. 5 Srečko Kosovél = Kons 5 Srétsko Kosobél 18. 3. 1904 - 27. 05. 1926 : poíēsē kai pezogphía = Poesie und Prosa = poezíja in kratka proza,"Strutz, Jozej, 1952- [HerausgeberIn]. [VerfasserIn] ;Kosovel, Srečko, 1904-1926 [VerfasserIn] ;Bachmann, Ingeborg, 1926-1973 [VerfasserIn] ;Bernhardt, Alexandra, 1974- [VerfasserIn] ",,"Srečko Kosovél, Ingeborg Bachmann, Alexandra Bernhardt [und 9 weitere] ; Hg.: Jozi Strutz",,,Klagenfurt = Celovec : Edition Rapial = Rapial edicija = Ékdódeis Rapial,2026,,104 Seiten; Illustrationen; 21 cm,,Deutsch;Neugriechisch;Slowenisch;Französisch;Schwedisch;Japanisch,,,,Anthologie,,17.98 - Textsammlungen;18.64 - Slowenische Sprache und Literatur;18.48 - Neugriechische Sprache und Literatur,,,"Text überwiegend Griechisch, Deutsch und Slowenisch, teilweise Französisch, Schwedisch, Japanisch, Teilweise in griechischer und japanischer Schrift",,,,,,,,,2185606-B.6 NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC17804078,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21550486940003338&context=L&vid=ONB&lang=de_DE
,„Die Wahrheit ist dem Menschen zumutbar“ : Beiträge zur Internationalen Konferenz anlässlich des 80. Geburtstages von Ingeborg Bachmann ; 12. bis 13. April 2006 Tartu,,"Pormeister, Eve, 1956- [HerausgeberIn] ;Bachmann, Ingeborg, 1926-1973 [GefeierteR] ;Internationale Konferenz anlässlich des 80. Geburtstages von Ingeborg Bachmann, 2006, Tartu [MitwirkendeR] ",Hrsg.: Eve Pormeister ...,,,Tartu : Tartu Univ. Press,2007,,202 S.; Ill.; 25 cm,,Deutsch,,Gesamttitel: Humaniora : Germanistica 2,,"Bachmann, Ingeborg, 1926-1973;Kongress;Dorpat 2006",,18.10 - Deutsche Literatur,,ISBN: 9789949116362,Anmerkungen:  Literaturangaben ,AC06496916,,,,,,,,1865288-C NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC06496916,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21216844550003338&context=L&vid=ONB&lang=de_DE
,"Herzzeit : Ingeborg Bachmann - Paul Celan, der Briefwechsel ; mit den Briefwechseln zwischen Paul Celan und Max Frisch sowie zwischen Ingeborg Bachmann und Gisèle Celan-Lestrange",,"Bachmann, Ingeborg, 1926-1973 [MitwirkendeR] ;Celan, Paul, 1920-1970 [MitwirkendeR] ;Badiou, Bertrand, 1957- [HerausgeberIn] ",hrsg. und kommentiert von Bertrand Badiou ...,,,Frankfurt am Main : Suhrkamp,2009,,399 S.; Ill.,,Deutsch,,Gesamttitel: Suhrkamp Taschenbuch 4115,1. Aufl..,"Bachmann, Ingeborg, 1926-1973;Celan, Paul, 1920-1970;Briefsammlung;Bachmann, Ingeborg, 1926-1973;Briefsammlung 1948-1972;Celan, Paul, 1920-1970;Briefsammlung 1948-1967;Celan, Paul, 1920-1970;Frisch, Max, 1911-1991;Briefsammlung;Celan-Lestrange, Gisèle, 1927-1991;Bachmann, Ingeborg, 1926-1973;Briefsammlung",GN 3726;GN 3725;GN 2947;GN 2946,17.98 - Textsammlungen;18.10 - Deutsche Literatur,,ISBN: 9783518461150,Anmerkungen:  Literaturverz. S. 379 - 382 ,,,,,,,,,1910656-B NEU MAG,,,,,,,,,http://data.onb.ac.at/rec/AC07831042,https://search.onb.ac.at/primo-explore/fulldisplay?docid=ONB_alma21226571400003338&context=L&vid=ONB&lang=de_DE
